Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
,Super Mario,Jeff Ryan,,,1591844053,9781591844051,4,,Portfolio,Hardcover,304,2011/08/04,,,,read,,read,,,,1,1
,La giuria,John Grisham,,,8804427108,9788804427100,3,,A. Mondadori (I miti; 62),Paperback,439,1997/01/01,,,,to-read,,to-read,,,,0,0
,I confratelli,John Grisham,,,8804492163,9788804492160,,,Mondadori,Mass Market Paperback,419,2001/04,,,,to-read,,to-read,,,,0,0
,Il Partner,John Grisham,,,8804448997,9788804448990,,,I Miti Mondadori,Paperback,425,1998/05/01,,,,to-read,,to-read,,,,0,0
,Nouvelle Grammaire du Français,Dominique Jennepin,,"Yvonne Delatour, Brigitte Teyssier, Monique Léon-Dufour",2011552710,9782011552716,5,,Hachette,Hardcover,367,2004/10/13,,,,to-read,,to-read,,,,0,0
,Grammaire progressive du Français,Maia Gregoire,,,2090381140,9782090381146,5,,Cle International,Others,,2010/09/01,,,,to-read,,to-read,,,,0,0
,"Cours de la Sorbonne, Langue et civilisation françaises",Collectif,,"Martine Dubois, Reine Mimran",2090335351,9782090335354,5,,Clé International,Others,255,2000/05/22,,,,to-read,,to-read,,,,0,0
,Terre desolate,Stephen King,,,8820014424,9788820014421,,,Sperling & Kupfer,Hardcover,560,1992/10/29,,,,to-read,,to-read,,,,0,0
,Big Jack Is Dead,Harvey Smith,,,1482563657,9781482563658,4,,CreateSpace,Paperback,284,2013/04/02,,,,read,,read,,,,1,1
,Life Itself,Roger Ebert,,,0446584975,9780446584975,5,,Grand Central Pub,Hardcover,352,2011/09/13,,,,read,,read,,,,1,1
,Blade Runner,Philip K. Dick,,,8834705440,9788834705445,4,,Fanucci,Paperback,253,1996/01/01,,,,to-read,,to-read,,,,0,0
,Just a Geek,Wil Wheaton,,,0596806310,9780596806316,,,O'Reilly Media,Paperback,295,2009/08/01,,,,to-read,,to-read,,,,0,0
,Boneshaker,Cherie Priest,,,3453528662,9783453528666,,,,Others,512,2012/02/01,,,,to-read,,to-read,,,,0,0
,Little Brother,Cory Doctorow,,,0765319853,9780765319852,,,Tor Teen,Hardcover,384,2008/04/29,,,,to-read,,to-read,,,,0,0
,Shards of Honor,Lois McMaster Bujold,,,0671720872,9780671720872,,,Baen Books,Paperback,320,1991/10/01,,,,to-read,,to-read,,,,0,0
,Spin,Robert Charles Wilson,,,3453522001,9783453522008,,,Heyne,Others,555,2006/08/01,,,,to-read,,to-read,,,,0,0
,The Last Unicorn,Peter S. Beagle,,,1596060832,9781596060838,,,Subterranean Press,Hardcover,92,2007/01/10,,,,to-read,,to-read,,,,0,0
,Il gioco di Gerald,Stephen King,,,882001498X,9788820014988,3,,Sperling & Kupfer,Hardcover,384,1993/09/14,,,,to-read,,to-read,,,,0,0
,Frankenstein,Mary Shelley,,,8876843299,9788876843297,4,,Sperling & Kupfer,Others,314,1995/04/04,,,,to-read,,to-read,,,,0,0
,Momo,Michael Ende,,,880503729X,9788805037292,,,SEI,Others,256,1981/01/01,,,,to-read,,to-read,,,,0,0
,The Art of Video Games,Chris Melissinos,,,159962110X,9781599621104,,,"Welcome Enterprises, Inc",Hardcover,240,2012/04/11,,,,to-read,,to-read,,,,0,0
,Favole,Esopo,,,8817120693,9788817120692,,,Rizzoli,Paperback,448,1976/05/01,,,,to-read,,to-read,,,,0,0
,Guide du Japon à Paris,Minako Norimatsu,,,2812307765,9782812307768,,,Chêne,Paperback,141,2013/01/01,,,,to-read,,to-read,,,,0,0
,Doctor Sleep,Stephen King,,,147672766X,9781476727660,3,,Scribner,eBook,544,2013/09/24,,,,read,,read,,,,1,1
,"The History of Nintendo: 1980-1991, Volume 2",Florent Gorges,,,2918272353,9782918272359,,,Les Editions Pix'N Love,Others,194,2012/11/13,,,,to-read,,to-read,,,,0,0
,Gunpei Yokoi,Takefumi Makino,,,2918272183,9782918272182,5,,"Pix'n love (Les grands noms du jeu vidéo, 3)",Paperback,189,2010/01/01,,,,read,,read,,,,1,1
,Sur les traces de Miyamoto,William Audureau,,,2371880086,9782371880085,5,,Pinx'n Love,Paperback,348,2014/07/01,,,,read,,read,,,,1,1
,Breathing Machine,Leigh Alexander,,,1629212008,9781629212005,3,,Thought Catalog,eBook,74,2014/01/01,,,,read,,read,,,,1,1
,Commodore Amiga,Andy Roberts,,,0993012914,9780993012914,5,,Bitmap,Paperback,424,2015/05/01,,,,read,,read,"Un'altra splendida raccolta di immagini, questa volta ancora più ricca anche sul piano dei contenuti e degli approfondimenti. Imperdibile.",,,1,1
,Pong et la Mondialisation,William Audureau,,,2918272787,9782918272786,3,,Pix'n Love,Hardcover,176,2014/01/01,,,,read,,read,,,,1,1
,Il fondamentalista riluttante,Mohsin Hamid,,,880619481X,9788806194819,,,Einaudi,Paperback,134,2008/09/16,,,,to-read,,to-read,,,,0,0
,Trilogia della città di K.,Agota Kristof,,,8806219308,9788806219307,,,Einaudi,Paperback,384,2014/01/27,,,,to-read,,to-read,,,,0,0
,1Q84,Haruki Murakami,,,8806226223,9788806226220,,,Einaudi,Paperback,722,2015/05/05,,,,to-read,,to-read,,,,0,0
,Lui è tornato,Timur Vermes,,,8845276694,9788845276699,4,,Bompiani,Paperback,445,2014/05/07,,,,read,,read,,,,1,1
,La quinta onda,Rick Yancey,,,8804629665,9788804629665,3,,Mondadori,Hardcover,517,2014/03/18,,,,read,,read,,,,1,1
,Me Talk Pretty One Day,David Sedaris,,,0349113912,9780349113913,,,"Little, Brown Book Group",Paperback,288,2002/01/03,,,,to-read,,to-read,,,,0,0
,Expo 58,Jonathan Coe,,,0241968860,9780241968864,4,,Penguin Books,Paperback,273,2014/01/01,,,,read,,read,"Una spy story molto leggera, dal taglio buffo, nostalgico, irriverente, romantico. Lettura piacevolissima.",,,1,1
,Twelve Years a Slave,Solomon Northup,,,0141393823,9780141393827,,,Penguin,Paperback,229,2014/01/01,,,,to-read,,to-read,,,,0,0
,Dungeons and Desktops,Matt Barton,,,1568814119,9781568814117,4,,A K Peters Ltd,Hardcover,451,2008/03/03,,,,read,,read,"La storia dei giochi di ruolo digitali raccontata in maniera approfondita e minuziosa, parlando soprattutto dei giochi, analizzando a fondo tanto i capisaldi quanto le gemme nascoste. Si concentra per la maggior parte sulla scuola occidentale ma dedica un paio di capitoli anche al fenomeno orientale, offrendo approfondimenti e punti di vista sempre interessanti. Parla poco di sviluppatori o di aneddoti: l'obiettivo è quasi sempre puntato sui giochi, che vengono trattati dando loro un contesto storico, seguendo le evoluzioni e le ramificazioni del genere. Chiaramente il libro si ferma a ormai dieci anni fa e sarebbe interessante una nuova edizione che tratti meglio il decennio scorso e parli delle ultime uscite, della serie di The Witcher, delle novità in ambito JRPG e, soprattutto, della recente esplosione di RPG indie vecchio stile.",,,1,1
,Vintage Game Consoles,Matt Barton,,Bill Logiudice,0415856000,9780415856003,,,Focal Press,Paperback,348,2014/01/01,,,,to-read,,to-read,,,,0,0
,La bible Amiga,,,,2918272302,9782918272304,,,Pix'n love,Paperback,353,2012/01/01,,,,to-read,,to-read,,,,0,0
,Les grands noms du jeu vidéo #6: Éric Chahi,Daniel Ichbiah,,,291827271X,9782918272717,4,,Pix'n love,Paperback,209,2013/11/01,,,,read,,read,,,,1,1
,The Girl With All The Gifts,M. R. Carey,,,0748123792,9780748123797,4,,Hachette UK,Others,416,2014/01/14,,,,read,,read,"Abbraccia svariati cliché del genere, ma riesce a rielaborarli in maniera intelligente, affrontando temi interessanti, parlando di famiglia, di ciò che può essere lecito o meno fare in termini di sperimentazione, di possibili evoluzioni sociali e, in un certo senso, mettendo in scena la più classica delle storie di formazione. Solo che a formarsi è un zombi. Anzi, un infetto. Ed è davvero una lettura gradevole, che non ti cambia la vita, per carità, ma riesce comunque a dire qualcosa di originale, con una sua forte personalità, in un genere abusato.",,,1,1
,"Dofus, 10 Years Anniversary Artbook",,,,2359105108,9782359105100,,,Ankama,Paperback,282,2014/01/01,,,,to-read,,to-read,,,,0,0
,Tropic of Cancer,Henry Miller,,,0007204469,9780007204465,5,,HarperCollins Publishers,Paperback,336,2005/05/03,,,,read,,read,,,,1,1
,Expecting Better,Emily Oster,,,1409142310,9781409142317,5,,Orion Publishing Co,Softcover,320,2013/08/15,,,,read,,read,"Miti, lampi di saggezza popolare, informazioni e grandi verità messe al vaglio dei numeri, della statistica, per provare a farsi qualche idea più concreta. Scritto bene e in maniera molto leggera e gradevole. Consigliatissimo.",,,1,1
,The Penguin Complete Tales and Poems of Edgar Allan Poe,Edgar Allan Poe,,,0670919845,9780670919840,,,Viking,Paperback,1040,2011/11/28,,,,to-read,,to-read,,,,0,0
,Tropic of Capricorn,Henry Miller,,,0802151825,9780802151827,,,Grove Press,Paperback,348,1987/09/01,,,,to-read,,to-read,,,,0,0
,Commodore 64,,,,0993012906,9780993012907,5,,Bitmap,Paperback,232,2014/09/01,,,,read,,read,"La seconda edizione aggiunge un sacco di materiale interessante, immagini meravigliose, interviste, approfondimenti sulla demo scene e, insomma, tutto quel che si può desiderare per rendere il libro ancora più bello.",,,1,1
,Bedlam,Christopher Brookmyre,,,0349138699,9780349138695,3,,Orbit,Paperback,450,2014/01/01,,,,read,,read,,,,1,1
,Suda51,Florent Gorges,,Mehdi Debbabi-Zourgani,2371880167,9782371880160,5,,Pix'n Love,Paperback,336,2017/04/01,,,,read,,read,"La solita grande qualità della serie dedicata ai grandi nomi del videogioco. Ricco, approfondito, curato, spettacolare nell'impaginazione, imperdibile per chi ama Suda51 ed è interessato a conoscerne meglio vita, pensiero e carriera.",,,1,1
,The Martian,Andy Weir,,,1448177200,9781448177202,5,,Del Rey,eBook,369,2014/01/01,,,,read,,read,"Un romanzo appassionante, che alterna due stili completamente diversi tirandone fuori una storia dalla personalità unica.",,,1,1
,Service Games,Kevin Williams,,"David Munoz, Ivan Barroso, Sam Pettus",1494288354,9781494288358,,,CreateSpace,Paperback,480,2013/12/18,,,,to-read,,to-read,,,,0,0
,Console Wars,Blake J. Harris,,,0062276697,9780062276698,4,,It,Hardcover,558,2014/01/01,,,,read,,read,"Una visione sicuramente un po' parziale, o che comunque mette addosso la voglia di ascoltare anche altre campane, ma comunque un racconto appassionante, ricco di aneddoti e fatti mai emersi prima, raccontato con uno stile che è un po' quello del biopic hollywoodiano, che romanza e si prende libertà per rendere più appassionante.",,,1,1
,Fight Night,Stefano Trucco,,,8845278115,9788845278112,4,,Bompiani,Paperback,402,2014/11/19,,,,read,,read,"Fight Night è un bel romanzo a sfondo sportivo, che racconta la storia di due lottatori destinati a sfondarsi di schiaffi e si diverte ad alternare punti di vista, stili di narrazione, modi di esprimersi, riuscendo a costruire un mondo affascinante, credibile, pieno di personaggi magari un po’ sagomati di cartone, ma che riescono ad essere gustosi e a funzionare.",,,1,1
,The Story of the Commodore 64 In Pixels,Chris Wilkins,,,0993131557,9780993131554,5,,Fusion Retro,Paperback,266,2016/01/01,,,,read,,read,"Organizzato più o meno come i libri su Ocean e U.S. Gold dello stesso autore, racconta in maniera approfondita e sotto diversi aspetti la storia della macchina, per poi lasciare spazio ai giochi e ai ricordi dei protagonisti di quegli anni. Interessante, nostalgico, ricco di informazioni e belle immagini, assolutamente complementare al Visual Commpendium di Sam Dyer.",,,1,1
,Sega Mega Drive/Genesis,,,,0957576811,9780957576810,5,,Read-Only Memory,Hardcover,351,2014/11/01,,,,read,,read,"Una raccolta curatissima di materiali grafici, bozzetti, documenti e altro legati al Sega Megadrive, accompagnata da parecchie interviste molto interessanti a tanta gente fondamentale ma cui raramente viene data parola. Imperdibile per chi ha amato la console Sega.",,,1,1
,The Sellout,Paul Beatty,,,0374712247,9780374712242,5,,"Farrar, Straus and Giroux",eBook,269,2015/03/01,,,,read,,read,"Una satira potente, graffiante e fortissima che attacca tutto e tutti in quel coacervo di contraddizioni che sono gli Stati Uniti d'America.",,,1,1
,The Power Of The Dog,Don Winslow,,,1407098357,9781407098357,5,,Random House,eBook,560,2009/05/27,,,,read,,read,"Fa impressione leggerlo oggi e rendersi conto di quanto sia stato influente, omaggiato e copiato senza ritegno nel filone cui ha sostanzialmente dato vita. Un libro appassionante, ricco, che salta fra mille personaggi dando la giusta voce a tutti e mescolando finzione e realtà storica in maniera fantastica.",,,1,1
,Cooked,Michael Pollan,,,0141975636,9780141975634,4,,Penguin Books Ltd,eBook,464,2013/04/23,,,,read,,read,"Il mondo della cucina affrontato su quattro piani diversi, parlando di storia, tecniche, tradizione e mettendo addosso una gran voglia di seguire le esperienze dello scrittore.",,,1,1
,Sotto il baobab,Koffi Michel Fadonougbo,,,8878761451,9788878761452,,,Edizioni dell'Arco,Mass Market Paperback,58,2012/09/01,,,,to-read,,to-read,,,,0,0
,Cucina africana,Fatou Dieng,,Lucia Santarelli,8895579364,9788895579368,,,La Cassandra,Paperback,104,2012/12,,,,to-read,,to-read,,,,0,0
,The Holy Quran,Tr. Abdullah Yusuf Ali,,,8187570393,9788187570394,,,,Others,600,2002/10/01,,,,to-read,,to-read,,,,0,0
,The Religion of Truth,Abdur Rahman Bin Hammad Al-Omar,,,9960740145,9789960740140,,,Maktaba Dar-us-Salam,Paperback,110,1994/01/01,,,,to-read,,to-read,,,,0,0
,The Girl on the Train,Paula Hawkins,,,1448171687,9781448171682,4,,Transworld Digital,eBook,316,2015/01/01,,,,read,,read,"Costruisce bene i suoi misteri e li porta avanti in maniera gradevole fino alla fine, anche se la parte conclusiva è forse un po' troppo prevedibile e già vista mille volte. Piacevole, comunque.",,,1,1
,Service Games,Sam Pettus,,,1311080821,9781311080820,4,,Sam Pettus,eBook,408,2013/12/01,,,,read,,read,"Paga un po' la sua genesi sotto forma di articoli separati con qualche ridondanza e l'assenza di un filo conduttore che gli dia un'unità da libro, però racconta tante cose interessanti in maniera approfondita e affronta anche argomenti su cui spesso si sorvola, per esempio quando conclude dedicandosi al mercato europeo così poco trattato dalla letteratura di settore, tradizionalmente americanocentrica.",,,1,1
,The Cartel,Don Winslow,,,1473518466,9781473518469,5,,Cornerstone Digital,eBook,641,2015/06/01,,,,read,,read,"Bello, coinvolgente e interessante tanto quanto il classico a cui fa da seguito, eccellente nel modo in cui racconta l'evoluzione moderna dell'attività dei cartelli della droga (agghiacciante a dir poco), brutalmente appassionante ed emozionante nel racconto. Fantastico.",,,1,1
,"Rice, Noodle, Fish",Matt Goulding,,,0062394045,9780062394040,5,,HarperWave,eBook,315,2015/10/01,,,,read,,read,"Un'esplorazione della cucina giapponese attraverso luoghi, storia, persone, piatti, curiosità e approfondimenti. Denso, evocativo, interessante. Mette addosso curiosità e fame.",,,1,1
,"Anthologie Playstation, Tome 1",,,,,9791093752044,,,Geeks Line,Hardcover,410,2015/05/01,,,,to-read,,to-read,,,,0,0
,Cari mostri,Stefano Benni,,,880703137X,9788807031373,2,,Feltrinelli,Paperback,256,2015/05/13,,,,read,,read,Sembra una raccolta di soggetti scartati dallo staff di Dylan Dog. Veramente poca cosa.,,,1,1
,ZeroZeroZero,Roberto Saviano,,,8807030535,9788807030536,5,,Feltrinelli,Paperback,448,2013/04/05,,,,read,,read,"È, buffo, nella prima parte mi sembrava di leggere un libro di Don Winslow ripulito dal romanzo, anche se comunque immerso nello stile a tratti un po' barocco delle riflessioni di Saviano. Fra l'altro si riconoscono palesemente le figure reali a cui Winslow si è ispirato per i suoi due libri sul tema. Poi Saviano si allontana dal Sudamerica e parla di narcotraffico nelle sue mille forme e nazionalità, restando sempre approfondito, ricco e interessante. E alla fine le oltre quattrocento pagine sono volate via.",,,1,1
,I Proverbi dell'Africa Nera,,,,8897707068,9788897707066,,,Giovane Africa,Paperback,32,2011/01,,,,to-read,,to-read,,,,0,0
,The History of U.S. Gold,Chris Wilkins,,Roger M. Kean,0993131530,9780993131530,4,,Fusion Retro Books,Paperback,236,2015/01/01,,,,read,,read,"Altro bel librone ricco di aneddoti, racconti e informazioni interessanti sulla storia di un publisher fondamentale per la crescita del mondo dei videogiochi. Rispetto al libro Ocean il taglio è un po' diverso, ma del resto erano diverse le due aziende, e in particolare la sezione coi racconti personali è forse meno ripetitiva, dato che è quasi tutta gente che lavorava per vari studi partner di U.S. Gold. Bello.",,,1,1
,The History of Ocean Software,Chris Wilkins,,Roger M. Kean,0993131514,9780993131516,4,,Fusion Retro Books,Paperback,264,2015/01/01,,,,read,,read,"Interessante e pieno di aneddoti e informazioni sia nella prima parte di cronaca, sia nella seconda metà dedicata ai racconti personali, addirittura toccante in alcuni passaggi e nei ricordi degli scomparsi. Qua e là diventa inevitabilmente un pochino ripetitivo o tedioso, ma nel complesso è un gran bel libro, pieno fra l'altro di belle illustrazioni a colori.",,,1,1
,All Involved,Ryan Gattis,,,1447283198,9781447283195,4,,Picador,eBook,383,2015/05/01,,,,read,,read,"I sei giorni di delirio che si scatenarono a Los Angeles nel 1992 dopo la sentenza relativa al pestaggio di Rodney King raccontati tramite le vicende di diciassette persone più o meno comuni che vi finirono coinvolte. Scritto interamente in prima persona, inventa ispirandosi a storie e statistiche brutalmente reali e colpisce allo stomaco coi suoi racconti, anche se non tutti funzionano allo stesso modo.",,,1,1
,Apparentemente semplice,Leopoldo Gasbarro,,Niko Romito,8820057727,9788820057725,,,Sperling & Kupfer,Hardcover,228,2015/09/29,,,,to-read,,to-read,,,,0,0
,NEOGEO: A Visual History ネオジオ〜目で楽しむ軌跡〜,,,,0995658641,9780995658646,5,,Bitmap Books,Hardcover,402,2017/11/01,,,,read,,read,"Un gran bel librozzo da tavolino, di quei cartonati micidiali come armi per la difesa personale. Ricco di materiale, splendido da sfogliare, imperdibile per chi ha amato il Neo Geo.",,,1,1
,Playing at the Next Level,Ken Horowitz,,,1476625573,9781476625577,5,,McFarland,eBook,563,2016/11/01,,,,read,,read,"Ci ho messo un sacco a finirlo per questioni logistiche, ma in fondo anche perché si presta a una lettura a spizzichi e bocconi. Racconta la storia di SEGA USA in maniera approfondita, andando nel dettaglio di successi, fallimenti e innovazioni, parlando in maniera ricca dei vari studi di sviluppo e dei giochi più importanti. Assolutamente complementare agli altri libri sul tema.",,,1,1
,Sinclair ZX Spectrum,,,,0993012922,9780993012921,5,,Bitmap,Paperback,303,2015/12/01,,,,read,,read,"Ricco di aneddoti e informazioni interessanti, un piacere immenso da sfogliare gustandosi le immagini. Insomma, la solita meraviglia.",,,1,1
,Starting Point: 1979-1996,Hayao Miyazaki,,,1421561042,9781421561042,,,VIZ Media LLC,Others,500,2009/08/04,,,,to-read,,to-read,,,,0,0
,Scribe,Bob Ryan,,,1620405067,9781620405062,4,,Bloomsbury,Hardcover,326,2014/10/01,,,,read,,read,"Una bella raccolta di aneddoti deliziosi, riflessioni, opinioni, approfondimenti su tanti avvenimenti sportivi ormai storici, oltre che su qualche argomento anche più di attualità, tipo la carriera in divenire del caro Lebron. Chiaramente, a leggerlo da questa parte dell’oceano, è difficile cogliere tutta una serie di riferimenti al giornalismo sportivo americano, ma rimane comunque il fascino di leggerli raccontati, al di là del fatto che per la maggior parte del libro Ryan parla soprattutto degli sport che ama. Poi, certo, bisogna essere interessati perlomeno a quegli sport, ma insomma, mi pare anche il minimo. Consigliato, assolutamente, a chi ama lo sport americano e anche a chi ama un certo tipo di giornalismo.",,,1,1
,A Brief History of Seven Killings,Marlon James,,,0698170504,9780698170506,4,,Riverhead,eBook,704,2014/01/01,,,,read,,read,"Ogni tanto s’ingolfa in una certa pesantezza, ma quando esplode in quegli improvvisi raptus di violenza, quando lascia spazio alla forza dei suoi personaggi femminili, quando butta lì pezzi di bravura pazzeschi nel raccontare alcune morti (ben più di sette, per altro), beh, diventa una lettura trascinante e irresistibile, che mescola in maniera perfetta invenzioni e realtà.",,,1,1
,"Tic Tic, il famoso pesciolino dell'Atlantico",Pap Kan,,,8894151565,9788894151565,,,Ass. Cult. Savana Culture,Paperback,39,2016/05,,,,to-read,,to-read,,,,0,0
,Le furbizie della scimmia,M. Y. Ore,,,8894062147,9788894062144,,,La Cassandra,Softcover,47,2015/05/01,,,,to-read,,to-read,,,,0,0
,Rocco dal Marocco,Pap Kan,,,8894151573,9788894151572,,,Ass. Cult. Savana Culture,Paperback,40,2016/05,,,,to-read,,to-read,,,,0,0
,Little Master Stoker,Jennifer Adams,,Alison Oliver,1423624807,9781423624806,,,Gibbs M. Smith Inc,Board Book,22,2012/09/15,,,,to-read,,to-read,,,,0,0
,Little Miss Austen,Jennifer Adams,,,1423622022,9781423622024,,,Gibbs M. Smith Inc,Board Book,22,2011/10/10,,,,to-read,,to-read,,,,0,0
,VGM - Video Game Music,Damien Mecheri,,,2918272809,9782918272809,4,,Pix'n Love,Hardcover,293,2014/03/01,,,,read,,read,"Un bell'approfondimento sull'arte del far musica per videogiochi, sulla sua storia, le sue correnti e i suoi principali interpreti.",,,1,1
,Super Famicom,Stuart Brett,,,0993012965,9780993012969,5,,Bitmap,Hardcover,274,2016/05/01,,,,read,,read,"Qualche breve testo introduttivo e poi via con oltre duecento copertine una più bella dell'altra, accompagnate da descrizioni dei giochi e critiche sulla composizione delle copertine stesse. Nient'altro, è tutto quel che serve. Semplice, essenziale e fichissimo. ",,,1,1
,A Gremlin in the Works,Mark James Hardisty,,,0993012957,9780993012952,5,,Bitmap,Boxset,572,2016/01/01,,,,read,,read,"La ""oral history"" di uno fra gli sviluppatori/publisher più importanti della scena europea negli anni Ottanta e Novanta, che diventa anche storia dell'intero settore, dando voce a tanti nomi fondamentali per la crescita del videogioco dalle nostre parti. Ricco, denso, affascinante, bellissimo.",,,1,1
