ISBN,Title,Subtitle,Author,Format,Number of pages,Publisher,Date of publication,Private notes,Comment Title,Comment Content,Reading status,Vote,Tags
9781906964580,Zoo Station,,David Downing,Paperback,320,Old Street Publishing,2011-01-11,,,"Un bel thriller spionistico ad ambientazione storica, estremamente preciso ""tattile"" nelle descrizioni di luoghi, sensazioni, personaggi, con quella coltre di rassegnazione data dallo svolgersi subito prima della Seconda Guerra Mondiale, affascinante per come riesce a gestire benissimo la tensione pur conservando un ritmo sempre molto compassato ed evitando in tutti i modi di lasciarsi andare alle scene madri. Sono curioso di proseguire con il ciclo.",Finished on 2020-02-16,4.5,
9780525534198,Flights,,Olga Tokarczuk,Hardcover,403,Riverhead Books,2018-08-14,,,,,,
9780575095861,A Little Hatred,Book One (The Age of Madness),Joe Abercrombie,Hardcover,471,Gollancz,2019-xx-xx,,,,,,
9780143117001,Collapse,How Societies Choose to Fail Or Succeed,Jared Diamond,Paperback,589,Penguin,2011-01-04,,,,,,
9780312334147,Chinaman's Chance,,,Paperback,336,"Minotaur Books,US",2005-02-21,,,"Appassionante, ricco di colpi di scena, con una trama complessa ma perfettamente leggibile, ha una bella atmosfera e un sottile senso dell'umorismo. Mi ha ricordato un po' Hap & Leo, anche se è meno dissacrante.",Finished on 2020-10-03,5,
9781784726096,From the Oven to the Table,,Diana Henry,Hardcover,240,Mitchell Beazley,2019-10-xx,,,,,,
9782377841103,Les coulisses de Devolver,Business et punk attitude,"Pierre Maugein, Baptiste Peyron",Hardcover,224,Third,2019-10-xx,,,"Parte da lontano, da id, Ion Storm, GoD, Gamecock, e traccia un percorso che esplora poi tutte le sfumature del fenomeno Devolver Digital, tra scuola di pensiero, pratiche, progetti collaterali. Appassionante e informativo.",Finished on 2019-12-31,5,
9788804682868,I Have a Dream,L'autobiografia del profeta dell'uguaglianza,Martin Luther King,Mass Market Paperback,502,Mondadori,2017-12-13,,,,,,
9780241250990,The Book You Wish Your Parents Had Read,(And Your Children Will Be Glad That You Did),Philippa Perry,Hardcover,252,Penguin Books,2019-xx-xx,,,"Ha un modo chiaro, semplice, amichevole e incoraggiante di spiegare le cose ed è utilissimo da leggere anche quando ti spiega cose che già sai, con cui sei d'accordo, per come le spacchetta e approfondisce. Inoltre, riesce a mostrare gli argomenti da tante angolazioni diverse, facendoti vedere in una luce differente cose che tendi a dare per scontate.",Finished on 2020-01-02,5,
9784262152509,伝承折り紙帖(英訳付き),,,Others,96,,2007-09-01,,,,,,
9780062389503,The Jungle Book,,Rudyard Kipling,Hardcover,246,HarperDesign,2016-xx-xx,,,"L'edizione è incredibile per confezione e ricchezza dei contenuti a corredo. Il libro è una meraviglia ed è affascinantissimo per me che ero ""colonizzato"" dalla versione Disney. I racconti con Mowgli sono molto più crudi, ruvidi, ma anche parecchio toccanti. Gli altri mostrano una varietà stilistica, una quantità di idee e un fascino incredibili. Che meraviglia.",Finished on 2019-11-20,5,
9780312290313,Briarpatch,,Thomas Ross,Paperback,336,St. Martin's Griffin,2003-01-09,,,"Ross Thomas ha la capacità di farti sentire perfettamente a tuo agio e assorbito dal racconto con una manciata di parole, anche se magari avevi appoggiato il libro sul comodino parecchi giorni fa e l'hai ripreso in mano temendo di non ricordare bene tutto. Sei sempre a casa. E Briarpatch è coinvolgente, appassionante, ben strutturato, pieno di dialoghi azzeccatissimi, con personaggi fascinosi. Sono curioso di guardare la serie TV.",Finished on 2019-12-08,5,
9780995532915,Oddworld,Abe's Origins,"John Robertson, Stace Harman",Hardcover,285,Independent By Design,2019-12-xx,,,"Il volume è splendido, tutta la parte grafica è fuori dal mondo, gli approfondimenti sul world building sono molto interessanti e la lunghissima intervista a Lorne Lanning è francamente imperdibile. ",Finished on 2020-02-29,4.5,
9780957576858,SEGA Dreamcast,Collected Works,Simon Parkin,Hardcover,320,Read-Only Memory,2019-12-xx,,,"Come già il precedente ""Collected Works"", è un libro delizioso, affascinantissimo da sfogliare per i suoi contenuti estetici pregiati e comunque più che interessante nei suoi contenuti redazionali, fra interviste e approfondimenti. Un bel mix.",Finished on 2020-01-18,4.5,
9788835900245,Storia del cinema italiano dal 1945 agli anni ottanta,,Gian Piero Brunetta,Others,938,Editori Riuniti,1982-01,,,,,,
,Storia del cinema italiano 1895 - 1945,,Gian Piero Brunetta,Hardcover,624,Editori Riuniti,1979-10-01,,,,,,
9780199532018,The Race for Paradise,An Islamic History of the Crusades,Paul M. Cobb,Hardcover,335,Ofxord University Press,2014-07-xx,,,,,,
9781742200361,France,,"et al, Nicola Williams",Paperback,1008,Lonely Planet Publications Ltd,2013-03-01,,,,,,
9782017068235,Guadeloupe,"Saint-Martin, Saint-Barth. + randonnées et plongées",,Paperback,403,Hachette (Le Routard),2019-09-xx,,,,,,
9780957576865,SEGA Arcade,Pop-Up History,Keith Stuart,Hardcover,45,Read-Only Memory,2019-xx-xx,,,"La parte redazionale è esile ma solida, di piacevolissima lettura, con analisi interessanti. Il cuore del libro, comunque, sono i cabinati in pop-up e sono veramente splendidi. È chiaramente uno sfizio da collezione ma è uno sfizio bellissimo.",Finished on 2020-06-03,5,
9782738195784,Le cerveau magicien,De la réalité au plaisir psychique,Roland Jouvent,eBook,195,Odile Jacob,2009-04-02,,,,,,
9788804598954,La famosa invasione degli orsi in Sicilia,,Dino Buzzati,Paperback,136,Mondadori,2010-04-13,,,"L'avevo letto a scuola, credo addirittura alle elementari, e non ricordavo nulla. Di recente avevo visto il bel film d'animazione, che col senno di poi scopro essere molto fedele. Il libro l'ho letto nelle scorse sere a mia figlia, in tre ""sessioni"", ed è piaciuto tantissimo ad entrambi. Una storia affascinante, evocativa, suggestiva e intelligente. Belle le illustrazioni di questa edizione.",Finished on 2020-04-09,4.5,
9781447202301,How to Stay Sane,,"Philippa Perry, School of Life",Paperback,160,Pan Macmillan,2012-05-10,,,"Chiaro, semplice, ""gentile"", un ottimo strumento di autoanalisi e approfondimento, con una parte finale di suggerimenti davvero azzeccati. Non necessariamente si può trovare utile o adatto a sé tutto quel che contiene, ma qualcosa di buono ce lo trovi per forza.",Finished on 2020-04-02,5,
9780060293239,The Wonderful Wizard of Oz,100th Anniversary Edition (Books of Wonder),L. Frank Baum,Hardcover,272,HarperCollins,2000-10-31,,,"Una lettura deliziosa, dei personaggi adorabili, una fantasia delirante nel dipingere questo mondo assurdo e un bel lavoro sul raccontare una morale senza essere pedante. Tra l'altro, per essere un libro di centovent'anni fa, è scritto in un inglese molto più semplice e digeribile di altri contemporanei (e anche come mentalità, mi sembra meno invecchiato di altri). Vanessa l'ha apprezzato moltissimo, continuava a chiedermi di andare avanti. Credo che lo rileggeremo. Credo anche che sia il caso di indagare sui da me mai esplorati seguiti.",Finished on 2020-04-25,5,
9781435122949,Alice's Adventures in Wonderland & Other Stories,,Lewis Carroll,Leather Bound,1165,Barnes & Noble,2010-01-01,,,,Being read since 2020-04-28,,
9780578627311,The Making of Prince of Persia,,Jordan Mechner,Hardcover,335,Stripe Press,2020-05-xx,,,"Il libro era bellissimo anche prima, ma questa nuova edizione rilegata è davvero un bel volume, che oltretutto aggiunge contenuti sfiziosi, note interessante, documentazione fotografica azzeccata.",Finished on 2020-07-22,5,
9781173164331,Les Plus Jolies Chansons Du Pays de France; Chansons Tendres,,Catulle Mendes,Paperback,304,Nabu Press,2010-09-28,,,,,,Edizione cartonata del 1888
9781683731191,Beyond Behaviors,Using Brain Science and Compassion to Understand and Solve Children's Behavioral Challenges,Mona Delahooke,Paperback,315,PESI Publishing,2019-03-xx,,,,,,
9781999353391,Atari 2600/7800,A Visual Compendium,,Paperback,528,Bitmap Books,2020-05-xx,,,"Lettura piacevolissima come al solito, denso di informazioni, splendido a livello visivo.",Finished on 2020-07-12,5,
9788828600602,Il cacciatore di draghi,,J.R.R. Tolkien,Paperback,121,Einaudi Scuola (Letture per la scuola media),1990-01-01,,,,,,
9781563894312,Neil Gaiman and Charles Vess' Stardust,Being a Romance Within the Realms of Faerie,Neil Gaiman,Hardcover,224,Dc Comics,1998-10-01,,,"L'avevo già letto nel 2007 e ne conservavo un buon ricordo, anche se francamente non ricordavo nulla. L'ho riletto nei giorni scorsi come favola della buona notte per mia figlia ed è piaciuto tantissimo a entrambi. È fantasioso, intelligente, coinvolgente, adulto e con un bel finale lieto ma agrodolce.",Finished on 2020-06-02,5,
,Il giro del mondo in 80 giorni,,Jules Verne,Paperback,,Mursia,1992-01-01,,,"Certi aspetti, a rileggerlo oggi, sono veramente da unghie sulla lavagna, stile avviso prima della visione su HBO, ma insomma, sono figli del loro tempo. La storia, però, è molto coinvolgente e tutti i passaggi in cui descrive i luoghi sono affascinanti, seppur anch'essi datati. Mia figlia di quattro anni e mezzo ha apprezzato, tenendo comunque conto che ho semplificato per lei le descrizioni più incasinate e ho girato attorno a certe robe che preferisco non senta, almeno per ora.",Finished on 2020-06-03,4,
9781250071019,Made in India,Recipes from an Indian Family Kitchen,Meera Sodha,Hardcover,319,Flatiron Books,2015-09-xx,,,,,,
9788859011705,"Italiano in prima con il metodo analogico. Lettura e avviamento alla scrittura. Con portastrisce, strisce, pennarello, sacchetto",,Camillo Bortolato,Paperback,289,Erickson,2016-08-29,,,,,,
9780142410349,Fantastic Mr. Fox,,Roald Dahl,Paperback,81,Penguin Books Ltd,2007-08-16,,,"Semplice, adorabile, divertente, scritto in un inglese molto accessibile. Mia figlia ha apprezzato molto, si è solo lamentata perché è corto ma, insomma, vuol dire che possiamo rileggerlo in maniera agile.",Finished on 2020-07-26,5,
9782371880818,Pix'n Love HS #2,L’histoire du Cyberpunk,Raphaël Lucas,Paperback,192,Pix'n Love,2020-07-xx,,,"Una bellissima analisi, che parte dalle origini del movimento e ne segue l'intero percorso fino a oggi, analizzandone le incarnazioni nelle varie forme espressive, la loro evoluzione, il modo in cui si sono influenzate e arricchite a vicenda.",Finished on 2020-08-02,5,
9788817119658,La legge del mare,Cronache dei soccorsi nel Mediterraneo,Annalisa Camilli,Hardcover,230,Rizzoli,2019-04-30,,,"Una bella analisi, che spiega a fondo, menzionando leggi, fatti e comportamenti, il processo di diffamazione nei confronti di chi si adopera per salvare la vita della gente.",Finished on 2020-08-08,4,
9782246852179,Le naufrage des civilisations,,Amin Maalouf,Paperback,331,Grasset,2019-xx-xx,,,,,,
9788804707301,L'abbraccio,,David Grossman,Hardcover,36,Mondadori,2018-12-10,,,,,,
9788807016912,D'un tratto nel folto del bosco,,Amos Oz,Paperback,114,Feltrinelli,2005-12-05,,,,,,
9782246813095,Civilizations,Roman,Laurent Binet,Paperback,377,Grasset,2019-xx-xx,,,,,,
9781838019129,The Games That Weren't,,Frank Gasking,Hardcover,644,Bitmap Books,2020-xx-xx,,,"Una bellissima raccolta di racconti e testimonianze su giochi perduti. che non hanno mai visto la luce e in certi casi non la vedranno mai. La confezione è come al solito impeccabile e il lavoro fatto sul materiale fotografico, con un mix di materiali d'epoca e ricostruzioni, è notevolissimo.",Finished on 2021-02-14,5,
9780141365466,Matilda,,Roald Dahl,Paperback,232,Puffin,1989-xx-xx,,,"Dopo aver riletto centododici volte Fantastic Mr. Fox, siamo passati a questo, decisamente più corposo e meno adatto a riletture immediate. Vanessa se ne è subito innamorata, presumo anche per l'immedesimazione con la protagonista. Il libro è splendido, con quel suo saltellare fra lampi di cattiveria completamente fuori di testa e attimi di dolcezza straziante. Non ho mai frequentato Roald Dahl da bambino e scoprirlo pian piano con mia figlia è bellissimo.",Finished on 2020-10-21,5,
9780142410387,The BFG,,Roald Dahl,Paperback,207,Penguin Books Ltd,2007-08-16,,,"È il libro più spaventoso di Dahl fra quelli che abbiamo letto, con tutti quei giganti orrendi che si magnano la gente, anche se ovviamente si rimane nei limiti di una cosa molto leggera. Affascinantissimo per il lavoro che fa sul linguaggio, forse un po' meno appassionante degli altri, anche se comunque la parte finale è un bel delirio.",Finished on 2020-12-16,5,
9782072873904,Le discours,,Fabrice Caro,Mass Market Paperback,224,Gallimard (Folio),2020-01-xx,,,,,,
9782355221224,Sorcières,La puissance invaincue des femmes,Mona Chollet,Paperback,231,Zones,2018-xx-xx,,,,,,
9781784881146,Japaneasy,,Tim Anderson,Hardcover,221,Hardie Grant Books,2017-09-21,,,,,,
9780099575061,Behave,The Biology of Humans at Our Best and Worst,Robert M Sapolsky,Paperback,800,Vintage,2018-04-05,,,,,,
9781847925558,Clean,The New Science of Skin and the Beauty of Doing Less,James Hamblin,Hardcover,288,Bodley Head,2020-08-06,,,,,,
9782356081070,Le crépuscule des vainqueurs,Roman,Cyril Leclerc,Paperback,179,L'Escampette,2020-06-xx,,,,,,
9780141365374,Charlie and the Chocolate Factory,,Roald Dahl,Paperback,179,Puffin,2016-xx-xx,,,"Praticamente è uno slasher in cui le vittime finiscono nonnizzate dagli Oompa Loompa. Bellissimo, mia figlia si è divertita un sacco.",Finished on 2020-11-25,5,
9788867224654,Il grande manuale del panettiere,"Pani, brioche e altre bontà dorate",Rodolphe Landemaine,Hardcover,288,L'Ippocampo,2019-11-28,,,,,,
9788847410602,Olive,,,Hardcover,64,Edicart,1998-12,,,,,,
9788877383419,L' alfabeto dei fiori,Una scrittrice in giardino,Eleanor Perényi,Others,202,La Tartaruga (Milano),2001-10-02,,,,,,
9788867223275,Il pane è oro.,Ingredienti ordinari per piatti straordinari,Massimo Bottura,Paperback,424,L'Ippocampo,2017-11-24,,,,,,
9782082008785,Savoureuses recettes de Méditerranée,,"Olivier Baussan, Jean-Marie Meulien",Hardcover,171,Flammarion,2003-04-xx,,,,,,
9782842771744,Les plantes et leurs symboles,,Anne Dumas,Hardcover,128,Éditions du Chêne (Les carnets du jardin),2000-xx-xx,,,,,,
9788865801741,La pedagogia Montessori e le nuove tecnologie. Un'integrazione possibile?,,Mario Valle,Paperback,140,Il Leone Verde,2017-10-01,,,È un testo pensato più per i professionisti del metodo Montessori che per i genitori ma è comunque molto interessante per capire alcuni ragionamenti e come sia possibile approcciarsi alla tecnologia seguendo determinati principi. Ed è anche ricco di riferimenti e suggerimenti interessanti su testi e modi per approfondire.,Finished on 2021-02-27,4,
9788866564263,Un giocattolo per Natale. Ediz. a colori,,Gianni Rodari,Hardcover,72,Einaudi Ragazzi,2017-11-07,,,,,,
9788861926790,Venti vite del Buddha,,Noor Inayat Khan,Paperback,92,Elliot,2014-12-31,,,,,,
9788893902922,Fumo e cenere,,Abir Mukherjee,Hardcover,300,SEM,2020-09-03,,,,,,
9782412053034,Femmes invisibles,Comment le manque de données sur les femmes dessine un monde fait pour les hommes,Caroline Criado Perez,Paperback,400,First,2020-xx-xx,,,,,,
9780141365473,The Witches,,Roald Dahl,Paperback,199,Puffin,2016-xx-xx,,,"Altro libro delizioso, dal taglio lievemente più lugubre rispetto a quelli di Roald Dahl che abbiamo letto in precedenza, ma comunque sempre intrigante per il tono, la scrittura, i personaggi, le idee fuori di testa. Mia figlia ha apprezzato molto.",Finished on 2021-01-21,5,
9788822741554,Greyhound,Battaglia sui mari,Cecil Scott Forester,Paperback,320,Newton Compton Editori,2020-07-02,,,,,,
,Il mercato delle spie,,Thomas Ross,Mass Market Paperback,,,xxxx-xx-xx,,,,,,
9781499351118,No Bad Kids,Toddler Discipline Without Shame,Janet Lansbury,Paperback,162,Createspace Independent Pub,2014-09-18,,,"Una raccolta di articoli di Janet Lansbury, contestualizzati e messi in fila secondo un percorso sensato. E gli articoli sono una perfetta spremuta di consigli, indicazioni, rassicurazioni. Un libro importante per chi vuole trattare i suoi figli come esseri umani e non come cani da addestrare.",Finished on 2021-02-22,5,
9780142413852,The Magic Finger,,Roald Dahl,Paperback,,Puffin,2009-01-01,,,Un racconto breve e completamente fuori di testa. Io e mia figlia ci siamo fatti delle gran risate in tutta la parte con l'home invasion da parte delle papere.,Finished on 2021-02-13,4.5,
9783710400001,Traditionelle Rezepte aus Österreich,,"Alexander Rieder, Uschi Korda",Hardcover,398,Servus,2013-xx-xx,,,,,,
9780141365459,James and the Giant Peach,,Roald Dahl,Paperback,176,Puffin,2016-02-11,,,"Meno coinvolgente a livello narrativo rispetto ad altri di Dahl, più semplice e bambinesco, ma comunque adorabile per la maniera totalmente naturale e priva di imbarazzo con cui si lancia nell'assurdo.",Finished on 2021-02-08,4.5,
9780141365503,George's Marvellous Medicine,,Roald Dahl,Paperback,104,Puffin,2016-02-xx,,,"Il Dahl più fuori di testa e delirante, una storia buffissima e assurda, ci siamo divertiti un sacco a leggerla e a cercare di capire dove sarebbe andata a finire. E va a finire nell'acido muriatico.",Finished on 2021-03-22,4,
9780142414538,The Enormous Crocodile,,Roald Dahl,Paperback,32,Puffin Books,2009-09-03,,,"Un racconto breve e assurdo come solo Dahl poteva scriverne. C'è una sottile linea quasi da film horror a percorrerne la storia ma la risoluzione è deliziosa. Complice anche il fatto che si può leggere per intero in una sessione serale, s'è inserito di prepotenza fra i preferiti di mia figlia, che continua a farmelo rileggere.",Finished on 2021-03-24,4,
9782738120878,Trop intelligent pour être heureux ?,L'adulte surdoué,Jeanne Siaud-Facchin,Others,320,Odile Jacob,2008-03-13,,,,,,
9781716727368,Not All Fairy Tales Have Happy Endings,The Rise and Fall of Sierra On-Line,Ken Williams,Paperback,400,Lulu.com,2020-xx-xx,,,"Fantastiche vibrazioni da Halt and Catch Fire (la parte sul Sierra Network sembra un riassunto di seconda e terza stagione) per un racconto agrodolce di successo, fallimento, talento, sfiga e apocalisse da troppo successo. Pieno di aneddoti interessanti e consigli succulenti. ",Finished on 2021-04-16,5,
